,0,L8 code
725,KnowHardSoftWare,KnowHardSoftWare
726,BasicContentSkills,EditContentOnline
727,DefDF,EditContentOnline
728,DefDF,DefDF
729,DefDF,DefDF
730,DFRepLife,DFRepLife
731,DFRepLife,DFRepLife
732,DefDF,DefDF
733,DefDF,DefDF
734,CollabEdit,CollabEdit
735,KnowHardSoftWare,KnowHardSoftWare
736,KnowHardSoftWare,KnowHardSoftWare
737,NaviInfo,NaviInfo
738,KnowHardSoftWare,KnowHardSoftWare
739,KnowHardSoftWare,KnowHardSoftWare
740,KnowHardSoftWare,KnowHardSoftWare
741,CollabEdit,CollabEdit
742,KnowHardSoftWare,KnowHardSoftWare
743,DefDF,DefDF
744,KnowHardSoftWare,KnowHardSoftWare
745,CollabEdit,CollabEdit
746,DMBeh,DMBeh
747,SelfEfficacy,SelfEfficacy
748,KnowHardSoftWare,KnowHardSoftWare
749,KnowHardSoftWare,KnowHardSoftWare
750,PersonalDataProcess,PersonalDataProcess
751,DefDF,DefDF
752,PersonalDataProcess,PersonalDataProcess
753,NaviInfo,PersonalDataProcess
754,DefDF,DefDF
755,DefDF,DefDF
756,PersonalDataProcess,PersonalDataProcess
757,BasicMS,BasicMS
758,BasicMS,BasicMS
759,DefDF,DefDF
760,IoTRB,IoTRB
761,IoTRB,IoTRB
762,NaviInfo,IoTRB
763,DefDF,DefDF
764,TypeDF,TypeDF
765,FavAttDF,FavAttDF
766,DefDF,DefDF
767,KnowHardSoftWare,KnowHardSoftWare
768,KnowHardSoftWare,KnowHardSoftWare
769,DefDF,DefDF
770,DMBeh,InternetAct
771,KnowHardSoftWare,KnowHardSoftWare
772,KnowHardSoftWare,KnowHardSoftWare
773,KnowHardSoftWare,KnowHardSoftWare
774,DefDF,DefDF
775,DefDF,DefDF
776,DefDF,DefDF
777,KnowHardSoftWare,KnowHardSoftWare
778,CollabEdit,CollabEdit
779,DMBeh,DMBeh
780,DefDF,DefDF
781,FavAttDF,FavAttDF
782,DefDF,DefDF
783,DefDF,NatureDF
784,DFRepLife,NatureDF
785,SelfAwareDFM,SelfAwareDFM
786,FavAttDF,ProfessionalDF
787,ProfessionalDF,ProfessionalDF
788,FavAttDF,FavAttDF
789,KnowHardSoftWare,KnowHardSoftWare
790,CollabEdit,CollabEdit
791,KnowHardSoftWare,KnowHardSoftWare
792,KnowHardSoftWare,KnowHardSoftWare
793,PersonalDataProcess,PersonalDataProcess
794,KnowHardSoftWare,KnowHardSoftWare
795,DefDF,DefDF
796,DefDF,DefDF
797,DefDF,TypeDF
798,DefDF,DefDF
799,FeedbackLoop,FeedbackLoop
800,FavAttDF,FavAttDF
801,DFRepLife,DFRepLife
802,DFRepLife,DFRepLife
803,KnowHardSoftWare,KnowHardSoftWare
804,CollabEdit,CollabEdit
805,DMBeh,DMBeh
806,DFRepLife,DFRepLife
807,DefDF,DefDF
808,DFRepLife,DFRepLife
809,DFRepLife,DFRepLife
810,DefDF,DefDF
811,DFRepLife,FavAttDF
812,DFRepLife,DFRepLife
813,KnowHardSoftWare,KnowHardSoftWare
814,CollabEdit,CollabEdit
815,DMBeh,DMBeh
816,DefDF,DFRepLife
817,DFRepLife,DFRepLife
818,DefDF,DefDF
819,ProfessionalDF,SelfAwareDFM
820,CollabEdit,CollabEdit
821,KnowHardSoftWare,KnowHardSoftWare
822,DFRepLife,DefDF
823,DFRepLife,DFRepLife
824,DFRepLife,DefDF
825,CombatNegDFLife,CombatNegDFLife
826,ProfessionalDF,ProfessionalDF
827,ProfessionalDF,ProfessionalDF
828,ProfessionalDF,ProfessionalDF
829,ProfessionalDF,ProfessionalDF
830,OnlineSocialMovement,OnlineSocialMovement
831,BasicContentSkills,BasicContentSkills
832,KnowHardSoftWare,KnowHardSoftWare
833,SelfAwareDFM,SelfAwareDFM
834,SelfAwareDFM,SelfAwareDFM
835,KnowHardSoftWare,BasicContentSkills
836,ProfessionalDF,ProfessionalDF
837,KnowHardSoftWare,KnowHardSoftWare
838,BasicContentSkills,BasicContentSkills
839,NaviInfo,NaviInfo
840,NaviInfo,NaviInfo
841,BasicContentSkills,ConflictIPKnow
842,BasicContentSkills,BasicContentSkills
843,BasicContentSkills,KnowHardSoftWare
844,KnowHardSoftWare,KnowHardSoftWare
845,KnowHardSoftWare,KnowHardSoftWare
846,BasicContentSkills,SelfAwareDFM
847,DFRepLife,DefDF
848,FavAttDF,FavAttDF
849,FavAttDF,FavAttDF
850,DFRepLife,DFRepLife
851,DFRepLife,DFRepLife
852,CollabEdit,OnlineSocialMovement
853,KnowHardSoftWare,KnowHardSoftWare
854,DFRepLife,DFRepLife
855,DFRepLife,DFRepLife
856,DFRepLife,NatureDF
857,NatureCB,DFRepLife
858,DFRepLife,DFRepLife
859,DFRepLife,DFRepLife
860,KnowHardSoftWare,DFRepLife
861,ConstOnlinePersona,ConstOnlinePersona
862,CreateContentOnline,CreateContentOnline
863,OnlineSocialMovement,OnlineSocialMovement
864,KnowHardSoftWare,KnowHardSoftWare
865,CreateContentOnline,CreateContentOnline
866,ConstOnlinePersona,ConstOnlinePersona
867,ProfessionalDF,ProfessionalDF
868,CreateContentOnline,CreateContentOnline
869,KnowHardSoftWare,KnowHardSoftWare
870,KnowHardSoftWare,KnowHardSoftWare
871,CreateContentOnline,CreateContentOnline
872,CreateContentOnline,CreateContentOnline
873,CreateContentOnline,CreateContentOnline
