,0,L8 code
735,MediaCampaign,MediaCampaign
736,FactCheckingInfo,FactCheckingInfo
737,MediaInfKnow,KnowBiz
738,FeedbackLoop,FeedbackLoop
739,MediaCampaign,MediaCampaign
740,MediaInfKnow,OnlineSocialMovement
741,IdeaDigitalInitiative,IdeaDigitalInitiative
742,MediaCampaign,KnowBiz
743,MediaInfKnow,MediaCampaign
744,MediaCampaign,MediaCampaign
745,MediaCampaign,MediaCampaign
746,KnowBiz,KnowBiz
747,MediaCampaign,MediaCampaign
748,MediaCampaign,MediaCampaign
749,MediaInfKnow,ValueProposition
750,MediaInfKnow,MediaInfKnow
751,MediaInfKnow,MediaInfKnow
752,MediaInfKnow,MediaInfKnow
753,MediaInfKnow,MediaInfKnow
754,MediaInfKnow,MediaInfKnow
755,ValueProposition,ValueProposition
756,MediaInfKnow,MediaInfKnow
757,MediaInfKnow,MediaInfKnow
758,KnowGoodDH,MediaCampaign
759,MediaInfKnow,KnowBiz
760,MediaInfKnow,MediaInfKnow
761,MediaCampaign,MediaCampaign
762,KnowBiz,KnowBiz
763,MediaInfKnow,MediaInfKnow
764,MediaCampaign,MediaCampaign
765,MediaInfKnow,MediaInfKnow
766,MediaInfKnow,MediaInfKnow
767,MediaInfKnow,MediaInfKnow
768,MediaCampaign,MediaCampaign
769,MediaInfKnow,MediaInfKnow
770,MediaInfKnow,MediaInfKnow
771,MediaInfKnow,MediaInfKnow
772,MediaInfKnow,MediaInfKnow
773,MediaInfKnow,StratEmReg
774,FeedbackLoop,FeedbackLoop
775,MediaInfKnow,CommKnow
776,MediaInfKnow,TechUseValue
777,TechUseValue,TechUseValue
778,KnowPersonalInfo,CombatNegDFLife
779,KnowPersonalInfo,KnowPersonalInfo
780,PreventIoTRisks,PreventIoTRisks
781,PrivacyHumanRight,PrivacyHumanRight
782,PrivacyHumanRight,PrivacyHumanRight
783,PrivacyHumanRight,PrivacyHumanRight
784,HowtoShareLife,HowtoShareLife
785,DigitalInteractPhysical,NatureDF
786,PrivacyHumanRight,PrivacyHumanRight
787,PrivacyHumanRight,PrivacyHumanRight
788,HowtoShareLife,HowtoShareLife
789,PreventIoTRisks,MobileOpSkills
790,WhyAttention,WhyAttention
791,PersonalDataProcess,PersonalDataProcess
792,PersonalDataProcess,PersonalDataProcess
793,PersonalDataProcess,PersonalDataProcess
794,PrivacyHumanRight,StrategyCyberThreats
795,HowtoShareLife,HowtoShareLife
796,PrivacyHumanRight,PrivacyHumanRight
797,PrivacyHumanRight,PrivacyHumanRight
798,PrivacyHumanRight,PrivacyHumanRight
799,PreventIoTRisks,PreventIoTRisks
800,SkillsLimitPI,KnowMyPISafe
801,KnowMyPISafe,KnowMyPISafe
802,SkillsLimitPI,NaviInfo
803,IntentPrivacyProtect,UnderDFWork
804,HowtoShareLife,BehCV
805,CTDanger,CTDanger
806,KnowHardSoftWare,KnowHardSoftWare
807,KnowPersonalInfo,PreventIoTRisks
808,PreventIoTRisks,PreventIoTRisks
809,MediaCampaign,MediaCampaign
810,MediaCampaign,MediaCampaign
811,MediaInfKnow,EditContentOnline
812,FeedbackLoop,CommReasons
813,FactCheckingInfo,FactCheckingInfo
814,FeedbackLoop,FeedbackLoop
815,MediaCampaign,MediaCampaign
816,DigMarketing,DigMarketing
817,MediaInfKnow,MediaInfKnow
818,MediaInfKnow,MediaCampaign
819,DigMarketing,DigMarketing
820,FactCheckingInfo,DigMarketing
821,MediaCampaign,MediaCampaign
822,DigMarketing,DigMarketing
823,DigMarketing,DigMarketing
824,DigMarketing,DigMarketing
825,BasicKnowContRisk,BasicKnowContRisk
826,BasicKnowContRisk,BasicKnowContRisk
827,BasicKnowContRisk,BasicKnowContRisk
828,BasicKnowContRisk,BasicKnowContRisk
829,BasicKnowContRisk,BasicKnowContRisk
830,BasicKnowContRisk,BasicKnowContRisk
831,BasicKnowContRisk,BasicKnowContRisk
832,BasicKnowContRisk,BasicKnowContRisk
833,CommReasons,CommReasons
834,ShareStoryPlatform,ShareStoryPlatform
835,BasicKnowContRisk,BasicKnowContRisk
836,BasicKnowContRisk,BasicKnowContRisk
837,BasicKnowContRisk,BasicKnowContRisk
838,BasicKnowContRisk,BasicKnowContRisk
839,BasicKnowContRisk,BasicKnowContRisk
840,BasicVoc,BasicVoc
841,KnowGoodDH,KnowGoodDH
842,BasicVoc,BasicVoc
843,KnowGoodDH,TacticAttenion
844,TacticAttenion,TacticAttenion
845,MediaCampaign,MediaCampaign
846,MediaCampaign,MediaCampaign
847,MediaInfKnow,MediaInfKnow
848,MediaCampaign,MediaCampaign
849,SkillsUnder,SkillsUnder
850,SkillsUnder,SkillsUnder
851,MediaCampaign,BasicVoc
852,BasicKnowContRisk,BasicKnowContRisk
853,BasicKnowContRisk,BasicKnowContRisk
854,MediaCampaign,MediaCampaign
855,BasicVoc,BasicVoc
856,DigMarketing,MediaCampaign
857,MediaCampaign,MediaCampaign
858,MediaCampaign,MediaCampaign
859,KnowGoodDH,KnowGoodDH
860,KnowGoodDH,KnowGoodDH
861,MediaCampaign,MediaCampaign
862,KnowGoodDH,CollabEdit
863,DMBeh,KnowBiz
864,NaviInfo,NaviInfo
865,KnowGoodDH,KnowGoodDH
866,KnowGoodDH,KnowGoodDH
867,MediaCampaign,KnowGoodDH
868,KnowGoodDH,KnowGoodDH
869,KnowGoodDH,KnowGoodDH
870,KnowGoodDH,KnowGoodDH
871,OnlineSocialMovement,OnlineSocialMovement
872,DigitalFundraising,DigitalFundraising
873,CommAtt,CommAtt
874,SkillsUnder,SkillsUnder
875,KnowGoodDH,KnowGoodDH
876,KnowGoodDH,KnowGoodDH
877,KnowGoodDH,KnowGoodDH
878,KnowGoodDH,CommReasons
879,MediaCampaign,MediaCampaign
880,DigMarketing,DigMarketing
881,CommAtt,CommAtt
882,BasicContentSkills,CommReasons
883,BasicKnowContRisk,PrioritizeLife
884,FeedbackLoop,FeedbackLoop
885,BasicKnowContRisk,BasicKnowContRisk
886,BasicKnowContRisk,BasicKnowContRisk
887,DigMarketing,DigMarketing
888,MediaCampaign,MediaCampaign
889,DigMarketing,MediaInfKnow
890,BasicImpactContRisk,BasicImpactContRisk
891,BasicKnowContRisk,BasicKnowContRisk
892,DigMarketing,DigMarketing
893,DigMarketing,DigMarketing
894,DigMarketing,DigMarketing
895,FeedbackLoop,FeedbackLoop
896,SexualContentRisk,SexualContentRisk
897,PersonalDataProcess,PersonalDataProcess
898,KnowPersonalInfo,KnowPersonalInfo
899,FeedbackLoop,FeedbackLoop
900,PersonalDataProcess,PersonalDataProcess
901,PrivacyHumanRight,PrivacyHumanRight
902,BasicKnowContRisk,PersonalDataProcess
903,PersonalDataProcess,PersonalDataProcess
904,ResponsibilityUserCB,ResponsibilityUserCB
905,ResponsibilityUserCB,ResponsibilityUserCB
906,ResponsibilityUserCB,ResponsibilityUserCB
907,PrivacyHumanRight,PrivacyHumanRight
908,PrivacyHumanRight,PrivacyHumanRight
909,SelfEfficacy,SelfEfficacy
910,FeedbackLoop,FeedbackLoop
911,PrivacyHumanRight,HelpContRisk
912,PrivacyHumanRight,AttTechPI
913,ResponsibilityUserCB,ResponsibilityUserCB
914,PrivacyHumanRight,PrivacyHumanRight
915,NaviInfo,NaviInfo
916,PersonalDataProcess,SexualContentRisk
917,AttTechPI,AttTechPI
918,BasicMS,TechBlockCC
919,MediaCampaign,MediaCampaign
920,BehInfoSharing,BehInfoSharing
921,StrategyCyberThreats,StrategyCyberThreats
922,RuleST,ResponsibilityUserCB
923,MonitorDFWork,MonitorDFWork
924,AvoidRiskContent,AvoidRiskContent
925,MediaCampaign,MediaCampaign
926,MediaCampaign,MediaCampaign
927,AvoidRiskContent,AvoidRiskContent
928,AvoidRiskContent,InformContactRisk
929,PersonalDataProcess,TechBlockCC
930,BasicKnowContRisk,BasicKnowContRisk
931,AttTechPI,AttTechPI
932,AvoidRiskContent,AvoidRiskContent
933,BehInfoSharing,BehInfoSharing
934,AvoidRiskContent,AvoidRiskContact
935,AvoidRiskContent,AvoidRiskContent
936,KnowBiz,KnowBiz
937,BasicKnowContRisk,BasicKnowContRisk
938,SexualContentRisk,SexualContentRisk
939,BasicKnowContRisk,BasicKnowContRisk
940,AttTechPI,AttTechPI
941,AvoidRiskContent,AvoidRiskContent
942,PersonalDataProcess,PersonalDataProcess
943,AvoidRiskContent,AvoidRiskContent
944,FactCheckingInfo,FactCheckingInfo
945,StrategyCyberThreats,StrategyCyberThreats
946,StrategyCyberThreats,StrategyCyberThreats
947,BasicKnowContRisk,BasicKnowContRisk
948,AvoidRiskContact,AvoidRiskContact
949,DigitalMarketing,BasicKnowContRisk
950,BasicKnowContRisk,BasicKnowContRisk
951,PersonalDataProcess,PersonalDataProcess
952,StrategyCyberThreats,StrategyCyberThreats
953,PersonalDataProcess,PersonalDataProcess
954,MediaInfKnow,MediaInfKnow
955,DigitalMarketing,CommDistance
956,AvoidRiskContent,AvoidRiskContent
957,MediaCampaign,MediaCampaign
958,DigMarketing,DigMarketing
959,IdentifyRiskContent,IdentifyRiskContent
960,RuleST,RuleST
961,CommReasons,CommReasons
962,BasicKnowContRisk,BasicKnowContRisk
963,AvoidRiskContent,AvoidRiskContent
964,PersonalDataProcess,PersonalDataProcess
965,PersonalDataProcess,RuleST
966,PersonalDataProcess,AvoidRiskContact
967,PersonalDataProcess,PersonalDataProcess
968,PersonalDataProcess,PersonalDataProcess
969,PersonalDataProcess,PersonalDataProcess
970,StrategyCyberThreats,StrategyCyberThreats
971,BasicKnowContRisk,AvoidRiskContact
972,MediaInfKnow,MediaInfKnow
973,MediaCampaign,MediaCampaign
974,PersonalDataProcess,PersonalDataProcess
975,SelfEfficacy,SelfEfficacy
976,DigitalMarketing,DigitalMarketing
977,AvoidRiskContent,SkillsLimitPI
978,SkillsLimitPI,SkillsLimitPI
979,AttTechPI,AttTechPI
980,PersonalDataProcess,PersonalDataProcess
981,AttTechPI,AttTechPI
982,IdentifyRiskContent,IdentifyRiskContent
983,CommKnow,CommKnow
984,PrivacyHumanRight,PrivacyHumanRight
985,PrivacyHumanRight,KnowMyPISafe
986,BasicContentSkills,BasicContentSkills
987,MediaCampaign,FeedbackLoop
988,MediaCampaign,DigitalMarketing
989,KnowBiz,KnowBiz
990,MediaInfKnow,MediaInfKnow
991,MediaInfKnow,MediaInfKnow
992,StratEmReg,StratEmReg
993,MediaInfKnow,MediaInfKnow
994,MediaCampaign,MediaCampaign
995,DigitalMarketing,DigitalMarketing
996,DigitalMarketing,DigitalMarketing
997,DigitalMarketing,DigitalMarketing
998,FeedbackLoop,InternetAct
999,NaviInfo,NaviInfo
1000,NaviInfo,NaviInfo
1001,MediaCampaign,MediaCampaign
1002,MediaCampaign,MediaInfKnow
1003,KnowGoodDH,KnowGoodDH
1004,KnowBiz,KnowBiz
1005,MediaCampaign,MediaCampaign
1006,MediaCampaign,MediaCampaign
1007,MediaInfKnow,MediaInfKnow
1008,FactCheckingInfo,FactCheckingInfo
1009,MediaInfKnow,MediaInfKnow
1010,MediaInfKnow,MediaInfKnow
1011,InternetAct,InternetAct
1012,KnowGoodDH,BasicContentSkills
1013,AvoidRiskContact,AvoidRiskContact
1014,MediaInfKnow,MediaInfKnow
1015,KnowBiz,KnowBiz
1016,RuleST,RuleST
1017,MediaInfKnow,MediaInfKnow
1018,MediaCampaign,MediaCampaign
1019,MediaCampaign,KnowBiz
1020,DigitalPlatforms,DigitalPlatforms
1021,MediaCampaign,MediaCampaign
1022,MediaInfKnow,MediaInfKnow
1023,MediaInfKnow,MediaInfKnow
1024,Devicefree,Devicefree
1025,MediaInfKnow,MediaInfKnow
1026,MediaInfKnow,MediaInfKnow
1027,FactCheckingInfo,FactCheckingInfo
1028,FactCheckingInfo,FactCheckingInfo
1029,MediaInfKnow,MediaInfKnow
1030,MediaCampaign,MediaCampaign
1031,KnowBiz,KnowBiz
1032,KnowBiz,KnowBiz
1033,PurchaseOnline,PurchaseOnline
1034,HowtoShareWork,HowtoShareWork
1035,UnderCyberThreats,UnderCyberThreats
1036,ManageDigitalInitiative,ManageDigitalInitiative
1037,LimitST,LimitST
1038,CTDanger,CTDanger
1039,KnowBiz,KnowBiz
1040,MediaInfKnow,MediaInfKnow
1041,BasicVoc,BasicVoc
1042,DigitalPlatforms,DigitalPlatforms
1043,DigitalPlatforms,DigitalPlatforms
1044,InternetAct,InternetAct
1045,DigitalPlatforms,DigitalPlatforms
1046,DigitalMarketing,DigitalMarketing
1047,DMBeh,DMBeh
1048,ExpContRisk,ExpContRisk
1049,KnowBiz,KnowBiz
1050,KnowBiz,KnowBiz
1051,KnowBiz,KnowBiz
1052,PersonalDataProcess,MediaCampaign
1053,KnowMyPISafe,KnowMyPISafe
1054,AttTechPI,AttTechPI
1055,PersonalDataProcess,PersonalDataProcess
1056,PersonalDataProcess,PersonalDataProcess
1057,KnowMyPISafe,PersonalDataProcess
1058,InternetAct,InternetAct
1059,CollabEdit,CollabEdit
1060,CollabEdit,CollabEdit
1061,InternetAct,InternetAct
1062,DigitalMarketing,DigitalMarketing
1063,KnowBiz,DigitalMarketing
1064,PersonalDataProcess,AttTechPI
1065,RuleST,RuleST
1066,InternetAct,InternetAct
1067,IdentifyRiskContent,IdentifyRiskContent
1068,MobileOpSkills,MobileOpSkills
1069,MediaInfKnow,MediaInfKnow
1070,DigitalMarketing,DigitalMarketing
1071,MediaInfKnow,MediaInfKnow
1072,MediaInfKnow,MediaInfKnow
1073,MediaInfKnow,MediaInfKnow
1074,MediaInfKnow,MediaInfKnow
1075,MediaCampaign,BasicContentSkills
1076,WebDev,BasicContentSkills
1077,DMBeh,FeedbackLoop
1078,InternetAct,InternetAct
1079,MediaCampaign,MediaCampaign
1080,CTDanger,CTDanger
1081,InternetAct,InternetAct
1082,DMBeh,DMBeh
1083,CTDanger,CTDanger
1084,FeedbackLoop,DMBeh
1085,LimitST,LimitST
1086,KnowGoodDH,KnowGoodDH
1087,KnowBiz,KnowBiz
1088,MediaCampaign,MediaCampaign
1089,MediaCampaign,MediaCampaign
1090,MediaCampaign,MediaInfKnow
1091,MediaInfKnow,MediaInfKnow
1092,KnowBiz,KnowBiz
1093,MediaInfKnow,MediaInfKnow
1094,KnowBiz,KnowBiz
1095,MediaInfKnow,MediaInfKnow
1096,CTDanger,CTDanger
1097,CTDanger,CTDanger
1098,MediaCampaign,WhyAttention
1099,IdentifyRiskContact,IdentifyRiskContact
1100,GameDev,GameDev
1101,WhyAttention,WhyAttention
1102,PersonalDataProcess,BasicInternetSkills
1103,InternetAct,InternetAct
1104,PersonalDataProcess,PersonalDataProcess
1105,CTDanger,CTDanger
1106,CTDanger,CTDanger
1107,FinanceOnline,FinanceOnline
1108,FinanceOnline,FinanceOnline
1109,CTDanger,CTDanger
1110,StrategyCyberThreats,StrategyCyberThreats
1111,StrategyCyberThreats,StrategyCyberThreats
1112,StrategyCyberThreats,StrategyCyberThreats
1113,MobileOpSkills,StrategyCyberThreats
1114,PersonalDataProcess,PersonalDataProcess
1115,DMBeh,DMBeh
1116,MediaCampaign,MediaCampaign
1117,MediaInfKnow,MediaInfKnow
1118,GameDev,GameDev
1119,AttTechPI,AvoidRiskContent
1120,InternetAct,InternetAct
1121,InternetAct,InternetAct
1122,DiagTechAddict,DiagTechAddict
1123,DiagTechAddict,DiagTechAddict
1124,InternetAct,InternetAct
1125,PurchaseOnlineSavvy,PurchaseOnlineSavvy
1126,BasicContentSkills,BasicContentSkills
1127,GameDev,GameDev
1128,CTDanger,CTDanger
1129,CTDanger,CTDanger
1130,HelpContRisk,HelpContRisk
1131,UnderCyberThreats,UnderCyberThreats
1132,PersonalDataProcess,PersonalDataProcess
1133,UnderCyberThreats,UnderCyberThreats
1134,PurchaseOnlineSavvy,PurchaseOnlineSavvy
1135,TechBlockCC,BehCB
1136,UnderCyberThreats,UnderCyberThreats
1137,UnderCyberThreats,UnderCyberThreats
1138,UnderCyberThreats,UnderCyberThreats
1139,PurchaseOnline,PurchaseOnline
1140,UnderPhishing,StrategyCyberThreats
1141,UnderCyberThreats,UnderCyberThreats
1142,InternetAct,InternetAct
1143,NaviInfo,InternetAct
1144,RemContRisk,RemContRisk
1145,PreventIoTRisks,PreventIoTRisks
1146,StrategyCyberThreats,StrategyCyberThreats
1147,InterveneIoTRisks,InterveneIoTRisks
1148,StrategyCyberThreats,StrategyCyberThreats
1149,StrategyCyberThreats,StrategyCyberThreats
1150,StrategyCyberThreats,TechBlockCC
1151,AttPISharing,AttPISharing
1152,StrategyCyberThreats,StrategyCyberThreats
1153,PersonalDataProcess,StrategyCyberThreats
1154,SkillsLimitPI,BehInfoSharing
1155,AvoidRiskContact,AvoidRiskContact
1156,AvoidRiskContact,AvoidRiskContact
1157,AvoidRiskContent,AvoidRiskContent
1158,StrategyCyberThreats,StrategyCyberThreats
1159,RemContRisk,RemContRisk
1160,FactCheckingInfo,FactCheckingInfo
1161,StrongPwd,StrongPwd
1162,StrategyCyberThreats,StrategyCyberThreats
1163,StrategyCyberThreats,StrategyCyberThreats
1164,IdentifyRiskContent,IdentifyRiskContent
1165,PurchaseOnlineSavvy,PurchaseOnlineSavvy
1166,UnderCyberThreats,UnderCyberThreats
1167,UnderCyberThreats,UnderCyberThreats
1168,StrategyCyberThreats,StrategyCyberThreats
1169,StrategyCyberThreats,StrategyCyberThreats
1170,StrategyCyberThreats,StrategyCyberThreats
1171,StrategyCyberThreats,StrategyCyberThreats
1172,StrategyCyberThreats,StrategyCyberThreats
1173,CTExp,CTExp
1174,UnderCyberThreats,UnderCyberThreats
1175,UnderCyberThreats,UnderCyberThreats
1176,UnderCyberThreats,UnderCyberThreats
1177,UnderCyberThreats,UnderCyberThreats
1178,UnderCyberThreats,UnderCyberThreats
1179,RemContRisk,RemContRisk
1180,StrategyCyberThreats,StrategyCyberThreats
1181,StrategyCyberThreats,StrategyCyberThreats
1182,StrategyCyberThreats,PreventIoTRisks
1183,DigitalFundraising,DigitalFundraising
1184,PurchaseOnlineIssues,PurchaseOnlineIssues
1185,PurchaseOnline,PurchaseOnlineIssues
1186,PurchaseOnline,PurchaseOnline
1187,PurchaseOnline,PurchaseOnline
1188,PurchaseOnline,UnderCyberThreats
1189,PurchaseOnline,PurchaseOnline
1190,SkillsLimitPI,CTDanger
1191,PurchaseOnlineIssues,PurchaseOnlineIssues
1192,StrategyCyberThreats,StrategyCyberThreats
1193,PurchaseOnlineSavvy,MobileOpSkills
1194,StrategyCyberThreats,PurchaseOnline
1195,PurchaseOnlineSavvy,PurchaseOnlineSavvy
1196,FinanceOnline,PurchaseOnline
1197,PurchaseOnline,PurchaseOnline
1198,PurchaseOnline,PurchaseOnline
1199,RepContRisk,RepContRisk
1200,NatureOnline,NatureOnline
1201,UnderCyberThreats,UnderCyberThreats
1202,CTExp,CTExp
1203,UnderCyberThreats,UnderCyberThreats
1204,NatureCB,NatureCB
1205,OnlineCul,OnlineCul
1206,UnderCyberThreats,UnderCyberThreats
1207,ExpContRisk,ExpContRisk
1208,StrongPwd,StrongPwd
1209,SkillsLimitPI,SkillsLimitPI
1210,StrongPwd,StrongPwd
1211,DealCB,DealCB
1212,RepContRisk,RepContRisk
1213,SkillsLimitPI,SkillsLimitPI
1214,VigilCS,VigilCS
1215,SkillsLimitPI,SkillsLimitPI
1216,SkillsLimitPI,SkillsLimitPI
1217,VigilCS,VigilCS
1218,UnderPhishing,UnderPhishing
1219,StrategyCyberThreats,StrategyCyberThreats
1220,AvoidRiskContact,AvoidRiskContact
1221,MobileOpSkills,MobileOpSkills
1222,IoTRB,IoTRB
1223,CTExp,CTExp
1224,NatureCB,NatureCB
1225,BasicKnowContRisk,BasicKnowContRisk
1226,PurchaseOnlineSavvy,PurchaseOnlineSavvy
1227,KnowExcSTWell,KnowExcSTWell
1228,BasicKnowContRisk,BasicKnowContRisk
1229,PreventIoTRisks,PreventIoTRisks
1230,SkillKindOnline,SkillKindOnline
1231,AttPISharing,AttPISharing
1232,TechBlockCC,TechBlockCC
1233,TechBlockCC,TechBlockCC
1234,PreventIoTRisks,PreventIoTRisks
1235,BasicMS,BasicMS
1236,SkillsLimitPI,SkillsLimitPI
1237,PurchaseOnlineSavvy,PurchaseOnlineSavvy
1238,Devicefree,Devicefree
1239,RuleST,RuleST
1240,KnowHardSoftWare,KnowHardSoftWare
1241,FeedbackLoop,FeedbackLoop
1242,PrivacyHumanRight,TechBlockCC
1243,KnowPersonalInfo,KnowPersonalInfo
1244,UnderDFWork,UnderDFWork
1245,KnowMyPISafe,KnowMyPISafe
1246,KnowMyPISafe,KnowMyPISafe
1247,KnowMyPISafe,KnowMyPISafe
1248,SearchInfo,InternetAct
1249,HowtoShareLife,HowtoShareLife
1250,FactCheckingInfo,FactCheckingInfo
1251,KnowOtherPISafe,KnowOtherPISafe
1252,DFRepLife,DFRepLife
1253,InternetAct,InternetAct
1254,HowtoShareLife,HowtoShareLife
1255,NatureDF,NatureDF
1256,NatureDF,NatureDF
1257,NatureDF,CombatNegDFLife
1258,SkillsLimitPI,SkillsLimitPI
1259,KnowMyPISafe,KnowMyPISafe
1260,UnderCyberThreats,UnderCyberThreats
1261,UnderCyberThreats,UnderCyberThreats
1262,HelpContRisk,HelpContRisk
1263,CommKnow,AttPISharing
1264,FeedbackLoop,FeedbackLoop
1265,TechBlockCC,TechBlockCC
1266,FeedbackLoop,FeedbackLoop
1267,PrivacyHumanRight,PrivacyHumanRight
1268,RuleST,RuleST
1269,DMBeh,DMBeh
1270,RuleST,RuleST
1271,DMBeh,DMBeh
1272,PreventIoTRisks,PreventIoTRisks
1273,DMBeh,DMBeh
1274,UnderCyberThreats,UnderCyberThreats
1275,PrivacyHumanRight,PrivacyHumanRight
1276,KnowPersonalInfo,KnowPersonalInfo
1277,PrivacyHumanRight,PrivacyHumanRight
1278,TechBlockCC,TechBlockCC
1279,KnowMyPISafe,KnowMyPISafe
1280,KnowMyPISafe,SkillsLimitPI
1281,NatureDF,NatureDF
1282,UnderCyberThreats,UnderCyberThreats
1283,IdentifyRiskContact,IdentifyRiskContact
1284,BehCB,BehCB
1285,InternetAct,UnderCyberThreats
1286,TechBlockCC,TechBlockCC
1287,NatureOnline,NatureOnline
1288,StrongPwd,StrongPwd
1289,ParContentCrit,InterveneIoTRisks
1290,Devicefree,Devicefree
1291,SkillsLimitPI,SkillsLimitPI
1292,SkillsLimitPI,SkillsLimitPI
1293,SkillsLimitPI,SkillsLimitPI
1294,AvoidRiskContact,SkillsLimitPI
1295,UnderCyberThreats,UnderCyberThreats
1296,NatureDF,NatureDF
1297,HelpContRisk,HelpContRisk
1298,LimitST,LimitST
1299,AttPISharing,AttPISharing
1300,CommSkillsCB,CommSkillsCB
1301,PrivacyHumanRight,PrivacyHumanRight
1302,OnlineCul,OnlineCul
1303,PersonalDataProcess,PersonalDataProcess
1304,PrivacyHumanRight,PrivacyHumanRight
1305,UnderPhishing,RemContRisk
1306,AvoidRiskContact,AvoidRiskContact
1307,AnonyPI,AnonyPI
1308,StrongPwd,StrongPwd
1309,IdentifyRiskContent,IdentifyRiskContent
1310,LimitST,LimitST
1311,AttPISharing,AttPISharing
1312,SkillsLimitPI,SkillsLimitPI
1313,RuleST,RuleST
1314,RuleST,RuleST
1315,AttTechPI,AttTechPI
1316,TechBlockCC,TechBlockCC
1317,PrivacyHumanRight,PrivacyHumanRight
1318,MobileOpSkills,MobileOpSkills
1319,CommKnow,CommKnow
1320,MobileOpSkills,MobileOpSkills
1321,MobileOpSkills,MobileOpSkills
1322,KnowPersonalInfo,KnowPersonalInfo
1323,KnowGoodDH,KnowGoodDH
1324,IntentPrivacyProtect,IntentPrivacyProtect
1325,CommReasons,CommReasons
1326,CommKnow,CommKnow
1327,CommDistance,CommDistance
1328,NaviInfo,NaviInfo
1329,BasicContentSkills,BasicContentSkills
1330,SearchInfo,BasicKnowContRisk
1331,NaviInfo,NaviInfo
1332,NaviInfo,NaviInfo
1333,NaviInfo,NaviInfo
1334,SearchInfo,SearchInfo
1335,NaviInfo,NaviInfo
1336,NaviInfo,NaviInfo
1337,SearchInfo,SearchInfo
1338,NaviInfo,SearchInfo
1339,SearchInfo,SearchInfo
1340,SearchInfo,SearchInfo
1341,FeedbackLoop,FeedbackLoop
1342,SearchInfo,SearchInfo
1343,NaviInfo,NaviInfo
1344,SearchInfo,SearchInfo
1345,NaviInfo,NaviInfo
1346,SearchInfo,NaviInfo
1347,NaviInfo,NaviInfo
1348,SearchInfo,SearchInfo
1349,NaviInfo,NaviInfo
1350,NaviInfo,NaviInfo
1351,NaviInfo,NaviInfo
1352,NaviInfo,NaviInfo
1353,FactCheckingInfo,FactCheckingInfo
1354,FactCheckingInfo,FactCheckingInfo
1355,FactCheckingInfo,FactCheckingInfo
1356,FactCheckingInfo,FactCheckingInfo
1357,SearchInfo,SearchInfo
1358,FactCheckingInfo,IoTRB
1359,SearchInfo,SearchInfo
1360,NaviInfo,NaviInfo
1361,SearchInfo,SearchInfo
1362,SearchInfo,SearchInfo
1363,TechBlockCC,TechBlockCC
1364,SearchInfo,SearchInfo
1365,SearchInfo,SearchInfo
1366,SearchInfo,SearchInfo
1367,SearchInfo,NaviInfo
1368,SearchInfo,SearchInfo
1369,SearchInfo,SearchInfo
1370,NaviInfo,NaviInfo
1371,NaviInfo,NaviInfo
1372,NaviInfo,NaviInfo
1373,NaviInfo,NaviInfo
1374,FactCheckingInfo,FactCheckingInfo
1375,IPKnow,IPKnow
1376,IPKnow,IPKnow
1377,IPKnow,IPKnow
1378,InternetAct,InternetAct
1379,InternetAct,InternetAct
1380,IPKnow,InternetAct
1381,IPKnow,IPKnow
1382,IPKnow,IPKnow
1383,IPKnow,IPKnow
1384,IPKnow,IPKnow
1385,IPKnow,IPKnow
1386,IPKnow,IPKnow
1387,IPKnow,IPKnow
1388,IPKnow,IPKnow
1389,IPKnow,IPKnow
1390,IPKnow,IPKnow
1391,CreateContentOnline,CreateContentOnline
1392,CreateContentOnline,CreateContentOnline
1393,ConflictIPKnow,ConflictIPKnow
1394,FactCheckingInfo,FactCheckingInfo
1395,BasicKnowContRisk,BasicKnowContRisk
1396,NaviInfo,NaviInfo
1397,FactCheckingInfo,FactCheckingInfo
1398,FactCheckingInfo,FactCheckingInfo
1399,FactCheckingInfo,FactCheckingInfo
1400,FactCheckingInfo,NaviInfo
1401,NaviInfo,FactCheckingInfo
1402,FactCheckingInfo,FactCheckingInfo
1403,FeedbackLoop,FeedbackLoop
1404,FactCheckingInfo,FactCheckingInfo
1405,SearchInfo,InternetAct
1406,NaviInfo,ComposingIPstate
1407,FactCheckingInfo,FactCheckingInfo
1408,FactCheckingInfo,FactCheckingInfo
1409,FactCheckingInfo,FactCheckingInfo
1410,FactCheckingInfo,FactCheckingInfo
1411,FactCheckingInfo,FactCheckingInfo
1412,FactCheckingInfo,FactCheckingInfo
1413,FactCheckingInfo,FactCheckingInfo
1414,FactCheckingInfo,FactCheckingInfo
1415,FactCheckingInfo,FactCheckingInfo
1416,FactCheckingInfo,FactCheckingInfo
1417,NaviInfo,FeedbackLoop
1418,FactCheckingInfo,FactCheckingInfo
1419,FeedbackLoop,FeedbackLoop
1420,BasicKnowContRisk,BasicContentSkills
1421,FactCheckingInfo,FactCheckingInfo
1422,FeedbackLoop,FeedbackLoop
1423,IPKnow,IPKnow
1424,FactCheckingInfo,FactCheckingInfo
1425,FactCheckingInfo,FactCheckingInfo
1426,IPKnow,IPKnow
1427,InternetAct,InternetAct
1428,IPKnow,IPKnow
1429,IPKnow,IPKnow
1430,FactCheckingInfo,FactCheckingInfo
1431,IPKnow,IPKnow
1432,IPKnow,IPKnow
1433,KnowGoodDH,IPKnow
1434,IPKnow,IPKnow
1435,IPKnow,IPKnow
1436,IPKnow,IPKnow
1437,IPKnow,IPKnow
